"ID,""Descricao"",""ID_OCUPA_N"""
"1227,""DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA AGROPEC"",""122105"""
"1228,""DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA AQUICOL"",""122110"""
"1229,""DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA FLOREST"",""122115"""
"1230,""DIRETOR DE PRODUCAO E OPERACOES EM EMPRESA PESQUEI"",""122120"""
"1231,""DIRETOR DE PRODUCAO E OPERACOES DA INDUSTRIA DE TR"",""122205"""
"1232,""DIRETOR DE OPERACOES DE OBRAS PUBLICA E CIVIL"",""122305"""
"1233,""DIRETOR DE OPERACOES COMERCIAIS (COMERCIO ATACADIS"",""122405"""
"1234,""DIRETOR DE PRODUCAO E OPERACOES DE ALIMENTACAO"",""122505"""
"1235,""DIRETOR DE PRODUCAO E OPERACOES DE HOTEL"",""122510"""
"1236,""DIRETOR DE PRODUCAO E OPERACOES DE TURISMO"",""122515"""
"1237,""DIRETOR DE OPERACOES DE CORREIOS"",""122605"""
"1238,""DIRETOR DE OPERACOES DE SERVICOS DE ARMAZENAMENTO"",""122610"""
"1239,""DIRETOR DE OPERACOES DE SERVICOS DE TELECOMUNICACO"",""122615"""
"1240,""DIRETOR DE OPERACOES DE SERVICOS DE TRANSPORTE"",""122620"""
"1241,""DIRETOR COMERCIAL EM OPERACOES DE INTERMEDIACAO FI"",""122705"""
"1242,""DIRETOR DE PRODUTOS BANCARIOS"",""122710"""
"1243,""DIRETOR DE CREDITO RURAL"",""122715"""
"1244,""DIRETOR DE CAMBIO E COMERCIO EXTERIOR"",""122720"""
"1245,""DIRETOR DE COMPLIANCE"",""122725"""
"1246,""DIRETOR DE CREDITO (EXCETO CREDITO IMOBILIARIO)"",""122730"""
"1247,""DIRETOR DE CREDITO IMOBILIARIO"",""122735"""
"1248,""DIRETOR DE LEASING"",""122740"""
"1249,""DIRETOR DE MERCADO DE CAPITAIS"",""122745"""
"1250,""DIRETOR DE RECUPERACAO DE CREDITOS EM OPERACOES DE"",""122750"""
"1251,""DIRETOR DE RISCOS DE MERCADO"",""122755"""
"1252,""DIRETOR ADMINISTRATIVO"",""123105"""
"1253,""DIRETOR ADMINISTRATIVO E FINANCEIRO"",""123110"""
"1254,""DIRETOR FINANCEIRO"",""123115"""
"1255,""DIRETOR DE RECURSOS HUMANOS"",""123205"""
"1256,""DIRETOR DE RELACOES DE TRABALHO"",""123210"""
"1257,""DIRETOR COMERCIAL"",""123305"""
"1258,""DIRETOR DE MARKETING"",""123310"""
"1259,""DIRETOR DE SUPRIMENTOS"",""123405"""
"1260,""DIRETOR DE SUPRIMENTOS NO SERVICO PUBLICO"",""123410"""
"1261,""DIRETOR DE SERVICOS DE INFORMATICA"",""123605"""
"1262,""DIRETOR DE PESQUISA E DESENVOLVIMENTO (P&D)"",""123705"""
"1263,""DIRETOR DE MANUTENCAO"",""123805"""
"1264,""DIRETOR DE SERVICOS CULTURAIS"",""131105"""
"1265,""DIRETOR DE SERVICOS SOCIAIS"",""131110"""
"1266,""GERENTE DE SERVICOS CULTURAIS"",""131115"""
"1267,""GERENTE DE SERVICOS SOCIAIS"",""131120"""
"1268,""DIRETOR DE SERVICOS DE SAUDE"",""131205"""
"1269,""GERENTE DE SERVICOS DE SAUDE"",""131210"""
"1270,""DIRETOR DE INSTITUICAO EDUCACIONAL DA AREA PRIVADA"",""131305"""
"1271,""DIRETOR DE INSTITUICAO EDUCACIONAL PUBLICA"",""131310"""
"1272,""GERENTE DE INSTITUICAO EDUCACIONAL DA AREA PRIVADA"",""131315"""
"1273,""GERENTE DE SERVICOS EDUCACIONAIS DA AREA PUBLICA"",""131320"""
"1274,""GERENTE DE PRODUCAO E OPERACOES AQUICOLAS"",""141105"""
"1275,""GERENTE DE PRODUCAO E OPERACOES FLORESTAIS"",""141110"""
"1276,""GERENTE DE PRODUCAO E OPERACOES AGROPECUARIAS"",""141115"""
"1277,""GERENTE DE PRODUCAO E OPERACOES PESQUEIRAS"",""141120"""
"1278,""OFICIAL GENERAL DA AERONAUTICA"",""010105"""
"1279,""OFICIAL GENERAL DO EXERCITO"",""010110"""
"1280,""OFICIAL GENERAL DA MARINHA"",""010115"""
"1281,""OFICIAL DA AERONAUTICA"",""010205"""
"1282,""OFICIAL DO EXERCITO"",""010210"""
"1283,""OFICIAL DA MARINHA"",""010215"""
"1284,""PRACA DA AERONAUTICA"",""010305"""
"1285,""PRACA DO EXERCITO"",""010310"""
"1286,""PRACA DA MARINHA"",""010315"""
"1287,""CORONEL DA POLICIA MILITAR"",""020105"""
"1288,""TENENTE-CORONEL DA POLICIA MILITAR"",""020110"""
"1289,""MAJOR DA POLICIA MILITAR"",""020115"""
"1290,""CAPITAO DA POLICIA MILITAR"",""020205"""
"1291,""PRIMEIRO TENENTE DE POLICIA MILITAR"",""020305"""
"1292,""SEGUNDO TENENTE DE POLICIA MILITAR"",""020310"""
"1293,""SUBTENENTE DA POLICIA MILITAR"",""021105"""
"1294,""SARGENTO DA POLICIA MILITAR"",""021110"""
"1295,""CABO DA POLICIA MILITAR"",""021205"""
"1296,""SOLDADO DA POLICIA MILITAR"",""021210"""
"1297,""CORONEL BOMBEIRO MILITAR"",""030105"""
"1298,""MAJOR BOMBEIRO MILITAR"",""030110"""
"1299,""TENENTE-CORONEL BOMBEIRO MILITAR"",""030115"""
"1300,""CAPITAO BOMBEIRO MILITAR"",""030205"""
"1301,""TENENTE DO CORPO DE BOMBEIROS MILITAR"",""030305"""
"1302,""SUBTENENTE BOMBEIRO MILITAR"",""031105"""
"1303,""SARGENTO BOMBEIRO MILITAR"",""031110"""
"1304,""CABO BOMBEIRO MILITAR"",""031205"""
"1305,""SOLDADO BOMBEIRO MILITAR"",""031210"""
"1306,""SENADOR"",""111105"""
"1307,""DEPUTADO FEDERAL"",""111110"""
"1308,""DEPUTADO ESTADUAL E DISTRITAL"",""111115"""
"1309,""VEREADOR"",""111120"""
"1310,""GERENTE DE PRODUCAO E OPERACOES"",""141205"""
"1311,""GERENTE DE PRODUCAO E OPERACOES DA CONSTRUCAO CIVI"",""141305"""
"1312,""COMERCIANTE ATACADISTA"",""141405"""
"1313,""COMERCIANTE VAREJISTA"",""141410"""
"1314,""GERENTE DE LOJA E SUPERMERCADO"",""141415"""
"1315,""GERENTE DE OPERACOES DE SERVICOS DE ASSISTENCIA TE"",""141420"""
"1316,""GERENTE DE HOTEL"",""141505"""
"1317,""GERENTE DE RESTAURANTE"",""141510"""
"1318,""GERENTE DE BAR"",""141515"""
"1319,""GERENTE DE PENSAO"",""141520"""
"1320,""GERENTE DE OPERACOES DE TRANSPORTES"",""141605"""
"1321,""GERENTE DE OPERACOES DE CORREIOS E TELECOMUNICACOE"",""141610"""
"1322,""GERENTE DE LOGISTICA (ARMAZENAGEM E DISTRIBUICAO)"",""141615"""
"1323,""GERENTE DE PRODUTOS BANCARIOS"",""141705"""
"1324,""GERENTE DE AGENCIA"",""141710"""
"1325,""GERENTE DE CAMBIO E COMERCIO EXTERIOR"",""141715"""
"1326,""GERENTE DE CREDITO E COBRANCA"",""141720"""
"1327,""GERENTE DE CREDITO IMOBILIARIO"",""141725"""
"1328,""GERENTE DE CREDITO RURAL"",""141730"""
"1329,""GERENTE ADMINISTRATIVO"",""142105"""
"1330,""GERENTE DE RISCOS"",""142110"""
"1331,""GERENTE FINANCEIRO"",""142115"""
"1332,""GERENTE DE RECURSOS HUMANOS"",""142205"""
"1333,""GERENTE DE DEPARTAMENTO PESSOAL"",""142210"""
"1334,""GERENTE COMERCIAL"",""142305"""
"1335,""GERENTE DE COMUNICACAO"",""142310"""
"1336,""GERENTE DE MARKETING"",""142315"""
"1337,""GERENTE DE VENDAS"",""142320"""
"1338,""GERENTE DE COMPRAS"",""142405"""
"1339,""GERENTE DE SUPRIMENTOS"",""142410"""
"1340,""GERENTE DE ALMOXARIFADO"",""142415"""
"1341,""GERENTE DE REDE"",""142505"""
"1342,""GERENTE DE DESENVOLVIMENTO DE SISTEMAS"",""142510"""
"1343,""GERENTE DE PRODUCAO DE TECNOLOGIA DA INFORMACAO"",""142515"""
"1344,""GERENTE DE PROJETOS DE TECNOLOGIA DA INFORMACAO"",""142520"""
"1345,""GERENTE DE SEGURANCA DE TECNOLOGIA DA INFORMACAO"",""142525"""
"1346,""GERENTE DE SUPORTE TECNICO DE TECNOLOGIA DA INFORM"",""142530"""
"1347,""OPERADOR DE FILTROS DE PARAFINA (TRATAMENTOS QUIMI"",""811335"""
"1348,""DESTILADOR DE MADEIRA"",""811405"""
"1349,""DESTILADOR DE PRODUTOS QUIMICOS (EXCETO PETROLEO)"",""811410"""
"1350,""OPERADOR DE ALAMBIQUE DE FUNCIONAMENTO CONTINUO (P"",""811415"""
"1351,""OPERADOR DE APARELHO DE REACAO E CONVERSAO (PRODUT"",""811420"""
"1352,""OPERADOR DE EQUIPAMENTO DE DESTILACAO DE ALCOOL"",""811425"""
"1353,""OPERADOR DE EVAPORADOR NA DESTILACAO"",""811430"""
"1354,""OPERADOR DE PAINEL DE CONTROLE (REFINACAO DE PETRO"",""811505"""
"1355,""OPERADOR DE TRANSFERENCIA E ESTOCAGEM - NA REFINAC"",""811510"""
"1356,""OPERADOR DE BRITADOR DE COQUE"",""811605"""
"1357,""OPERADOR DE CARRO DE APAGAMENTO E COQUE"",""811610"""
"1358,""OPERADOR DE DESTILACAO E SUBPRODUTOS DE COQUE"",""811615"""
"1359,""OPERADOR DE ENFORNAMENTO E DESENFORNAMENTO DE COQU"",""811620"""
"1360,""OPERADOR DE EXAUSTOR (COQUERIA)"",""811625"""
"1361,""OPERADOR DE PAINEL DE CONTROLE"",""811630"""
"1362,""OPERADOR DE PRESERVACAO E CONTROLE TERMICO"",""811635"""
"1363,""OPERADOR DE REATOR DE COQUE DE PETROLEO"",""811640"""
"1364,""OPERADOR DE REFRIGERACAO (COQUERIA)"",""811645"""
"1365,""OPERADOR DE SISTEMA DE REVERSAO (COQUERIA)"",""811650"""
"1366,""BAMBURISTA"",""811705"""
"1367,""CALANDRISTA DE BORRACHA"",""811710"""
"1368,""CONFECCIONADOR DE PNEUMATICOS"",""811715"""
"1369,""CONFECCIONADOR DE VELAS POR IMERSAO"",""811725"""
"1370,""CONFECCIONADOR DE VELAS POR MOLDAGEM"",""811735"""
"1371,""LAMINADOR DE PLASTICO"",""811745"""
"1372,""MOLDADOR DE BORRACHA POR COMPRESSAO"",""811750"""
"1373,""MOLDADOR DE PLASTICO POR COMPRESSAO"",""811760"""
"1374,""MOLDADOR DE PLASTICO POR INJECAO"",""811770"""
"1375,""TREFILADOR DE BORRACHA"",""811775"""
"1376,""OPERADOR DE MAQUINA DE PRODUTOS FARMACEUTICOS"",""811805"""
"1377,""DRAGEADOR (MEDICAMENTOS)"",""811810"""
"1378,""OPERADOR DE MAQUINA DE FABRICACAO DE COSMETICOS"",""811815"""
"1379,""OPERADOR DE MAQUINA DE FABRICACAO DE PRODUTOS DE H"",""811820"""
"1380,""PIROTECNICO"",""812105"""
"1381,""TRABALHADOR DA FABRICACAO DE MUNICAO E EXPLOSIVOS"",""812110"""
"1382,""CILINDRISTA (PETROQUIMICA E AFINS)"",""813105"""
"1383,""OPERADOR DE CALANDRA (QUIMICA, PETROQUIMICA E AFIN"",""813110"""
"1384,""OPERADOR DE EXTRUSORA (QUIMICA, PETROQUIMICA E AFI"",""813115"""
"1385,""OPERADOR DE PROCESSO (QUIMICA, PETROQUIMICA E AFIN"",""813120"""
"1386,""OPERADOR DE PRODUCAO (QUIMICA, PETROQUIMICA E AFIN"",""813125"""
"1387,""TECNICO DE OPERACAO (QUIMICA, PETROQUIMICA E AFINS"",""813130"""
"1388,""ASSISTENTE DE LABORATORIO INDUSTRIAL"",""818105"""
"1389,""AUXILIAR DE LABORATORIO DE ANALISES FISICO-QUIMICA"",""818110"""
"1390,""MESTRE DE SIDERURGIA"",""820105"""
"1391,""MESTRE DE ACIARIA"",""820110"""
"1392,""MESTRE DE ALTO-FORNO"",""820115"""
"1393,""MESTRE DE FORNO ELETRICO"",""820120"""
"1394,""MESTRE DE LAMINACAO"",""820125"""
"1395,""SUPERVISOR DE FABRICACAO DE PRODUTOS CERAMICOS, PO"",""820205"""
"1396,""SUPERVISOR DE FABRICACAO DE PRODUTOS DE VIDRO"",""820210"""
"1397,""OPERADOR DE CENTRO DE CONTROLE"",""821105"""
"1398,""OPERADOR DE MAQUINA DE SINTERIZAR"",""821110"""
"1399,""FORNEIRO E OPERADOR (ALTO-FORNO)"",""821205"""
"1400,""FORNEIRO E OPERADOR (CONVERSOR A OXIGENIO)"",""821210"""
"1401,""FORNEIRO E OPERADOR (FORNO ELETRICO)"",""821215"""
"1402,""FORNEIRO E OPERADOR (REFINO DE METAIS NAO-FERROSOS"",""821220"""
"1403,""FORNEIRO E OPERADOR DE FORNO DE REDUCAO DIRETA"",""821225"""
"1404,""OPERADOR DE ACIARIA (BASCULAMENTO DE CONVERTEDOR)"",""821230"""
"1405,""OPERADOR DE ACIARIA (DESSULFURACAO DE GUSA)"",""821235"""
"1406,""OPERADOR DE ACIARIA (RECEBIMENTO DE GUSA)"",""821240"""
"1407,""OPERADOR DE AREA DE CORRIDA"",""821245"""
"1408,""OPERADOR DE DESGASEIFICACAO"",""821250"""
"1409,""SOPRADOR DE CONVERTEDOR"",""821255"""
"1410,""OPERADOR DE LAMINADOR"",""821305"""
"1411,""OPERADOR DE LAMINADOR DE BARRAS A FRIO"",""821310"""
"1412,""OPERADOR DE LAMINADOR DE BARRAS A QUENTE"",""821315"""
"1413,""OPERADOR DE LAMINADOR DE METAIS NAO-FERROSOS"",""821320"""
"1414,""OPERADOR DE LAMINADOR DE TUBOS"",""821325"""
"1415,""OPERADOR DE MONTAGEM DE CILINDROS E MANCAIS"",""821330"""
"1416,""RECUPERADOR DE GUIAS E CILINDROS"",""821335"""
"1417,""ENCARREGADO DE ACABAMENTO DE CHAPAS E METAIS (TEMP"",""821405"""
"1418,""ESCARFADOR"",""821410"""
"1419,""MARCADOR DE PRODUTOS (SIDERURGICO E METALURGICO)"",""821415"""
"1420,""OPERADOR DE BOBINADEIRA DE TIRAS A QUENTE, NO ACAB"",""821420"""
"1421,""OPERADOR DE CABINE DE LAMINACAO (FIO-MAQUINA)"",""821425"""
"1422,""OPERADOR DE ESCORIA E SUCATA"",""821430"""
"1423,""OPERADOR DE JATO ABRASIVO"",""821435"""
"1424,""OPERADOR DE TESOURA MECANICA E MAQUINA DE CORTE, N"",""821440"""
"1425,""PREPARADOR DE SUCATA E APARAS"",""821445"""
"1426,""REBARBADOR DE METAL"",""821450"""
"1427,""FORNEIRO DE CUBILO"",""822105"""
"1428,""FORNEIRO DE FORNO-POCO"",""822110"""
"1429,""FORNEIRO DE FUNDICAO (FORNO DE REDUCAO)"",""822115"""
"1430,""FORNEIRO DE REAQUECIMENTO E TRATAMENTO TERMICO NA"",""822120"""
"1431,""FORNEIRO DE REVERBERO"",""822125"""
"1432,""PREPARADOR DE MASSA (FABRICACAO DE ABRASIVOS)"",""823105"""
"1433,""PREPARADOR DE MASSA (FABRICACAO DE VIDRO)"",""823110"""
"1434,""PREPARADOR DE MASSA DE ARGILA"",""823115"""
"1435,""PREPARADOR DE BARBOTINA"",""823120"""
"1436,""PREPARADOR DE ESMALTES (CERAMICA)"",""823125"""
"1437,""PREPARADOR DE ADITIVOS"",""823130"""
"1438,""OPERADOR DE ATOMIZADOR"",""823135"""
"1439,""EXTRUSOR DE FIOS OU FIBRAS DE VIDRO"",""823210"""
"1440,""FORNEIRO NA FUNDICAO DE VIDRO"",""823215"""
"1441,""FORNEIRO NO RECOZIMENTO DE VIDRO"",""823220"""
"1442,""MOLDADOR DE ABRASIVOS NA FABRICACAO DE CERAMICA, V"",""823230"""
"1443,""OPERADOR DE BANHO METALICO DE VIDRO POR FLUTUACAO"",""823235"""
"1444,""OPERADOR DE MAQUINA DE SOPRAR VIDRO"",""823240"""
"1445,""OPERADOR DE MAQUINA EXTRUSORA DE VARETAS E TUBOS D"",""823245"""
"1446,""OPERADOR DE PRENSA DE MOLDAR VIDRO"",""823250"""
"1447,""TEMPERADOR DE VIDRO"",""823255"""
"1448,""TRABALHADOR NA FABRICACAO DE PRODUTOS ABRASIVOS"",""823265"""
"1449,""CLASSIFICADOR E EMPILHADOR DE TIJOLOS REFRATARIOS"",""823305"""
"1450,""FORNEIRO (MATERIAIS DE CONSTRUCAO)"",""823315"""
"1451,""TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CIMEN"",""823320"""
"1452,""TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CONCR"",""823325"""
"1453,""TRABALHADOR DA FABRICACAO DE PEDRAS ARTIFICIAIS"",""823330"""
"1454,""OLEIRO (FABRICACAO DE TELHAS)"",""828105"""
"1455,""OLEIRO (FABRICACAO DE TIJOLOS)"",""828110"""
"1456,""OPERADOR DE CALCINACAO (TRATAMENTO QUIMICO E AFINS"",""811205"""
"1457,""CILINDREIRO NA PREPARACAO DE PASTA PARA FABRICACAO"",""831105"""
"1458,""OPERADOR DE BRANQUEADOR DE PASTA PARA FABRICACAO D"",""831110"""
"1459,""OPERADOR DE DIGESTOR DE PASTA PARA FABRICACAO DE P"",""831115"""
"1460,""OPERADOR DE LAVAGEM E DEPURACAO DE PASTA PARA FABR"",""831120"""
"1461,""OPERADOR DE MAQUINA DE SECAR CELULOSE"",""831125"""
"1462,""CALANDRISTA DE PAPEL"",""832105"""
"1463,""OPERADOR DE CORTADEIRA DE PAPEL"",""832110"""
"1464,""GERENTE DE PESQUISA E DESENVOLVIMENTO (P&D)"",""142605"""
"1465,""GERENTE DE PROJETOS E SERVICOS DE MANUTENCAO"",""142705"""
"1466,""BIOENGENHEIRO"",""201105"""
"1467,""BIOTECNOLOGISTA"",""201110"""
"1468,""GENETICISTA"",""201115"""
"1469,""PESQUISADOR EM METROLOGIA"",""201205"""
"1470,""ESPECIALISTA EM CALIBRACOES METROLOGICAS"",""201210"""
"1471,""ESPECIALISTA EM ENSAIOS METROLOGICOS"",""201215"""
"1472,""ESPECIALISTA EM INSTRUMENTACAO METROLOGICA"",""201220"""
"1473,""ESPECIALISTA EM MATERIAIS DE REFERENCIA METROLOGIC"",""201225"""
"1474,""ENGENHEIRO MECATRONICO"",""202105"""
"1475,""PESQUISADOR EM BIOLOGIA AMBIENTAL"",""203005"""
"1476,""PESQUISADOR EM BIOLOGIA ANIMAL"",""203010"""
"1477,""PESQUISADOR EM BIOLOGIA DE MICROORGANISMOS E PARAS"",""203015"""
"1478,""PESQUISADOR EM BIOLOGIA HUMANA"",""203020"""
"1479,""PESQUISADOR EM BIOLOGIA VEGETAL"",""203025"""
"1480,""PESQUISADOR EM CIENCIAS DA COMPUTACAO E INFORMATIC"",""203105"""
"1481,""PESQUISADOR EM CIENCIAS DA TERRA E MEIO AMBIENTE"",""203110"""
"1482,""PESQUISADOR EM FISICA"",""203115"""
"1483,""PESQUISADOR EM MATEMATICA"",""203120"""
"1484,""PESQUISADOR EM QUIMICA"",""203125"""
"1485,""PESQUISADOR DE ENGENHARIA CIVIL"",""203205"""
"1486,""PESQUISADOR DE ENGENHARIA E TECNOLOGIA (OUTRAS ARE"",""203210"""
"1487,""PESQUISADOR DE ENGENHARIA ELETRICA E ELETRONICA"",""203215"""
"1488,""PESQUISADOR DE ENGENHARIA MECANICA"",""203220"""
"1489,""PESQUISADOR DE ENGENHARIA METALURGICA, DE MINAS E"",""203225"""
"1490,""PESQUISADOR DE ENGENHARIA QUIMICA"",""203230"""
"1491,""PESQUISADOR DE CLINICA MEDICA"",""203305"""
"1492,""PESQUISADOR DE MEDICINA BASICA"",""203310"""
"1493,""PESQUISADOR EM MEDICINA VETERINARIA"",""203315"""
"1494,""PESQUISADOR EM SAUDE COLETIVA"",""203320"""
"1495,""PESQUISADOR EM CIENCIAS AGRONOMICAS"",""203405"""
"1496,""PESQUISADOR EM CIENCIAS DA PESCA E AQUICULTURA"",""203410"""
"1497,""PESQUISADOR EM CIENCIAS DA ZOOTECNIA"",""203415"""
"1498,""PESQUISADOR EM CIENCIAS FLORESTAIS"",""203420"""
"1499,""PESQUISADOR EM CIENCIAS SOCIAIS E HUMANAS"",""203505"""
"1500,""PESQUISADOR EM ECONOMIA"",""203510"""
"1501,""PESQUISADOR EM CIENCIAS DA EDUCACAO"",""203515"""
"1502,""PESQUISADOR EM HISTORIA"",""203520"""
"1503,""PESQUISADOR EM PSICOLOGIA"",""203525"""
"1504,""PERITO CRIMINAL"",""204105"""
"1505,""ATUARIO"",""211105"""
"1506,""ESPECIALISTA EM PESQUISA OPERACIONAL"",""211110"""
"1507,""MATEMATICO"",""211115"""
"1508,""MATEMATICO APLICADO"",""211120"""
"1509,""ESTATISTICO"",""211205"""
"1510,""ESTATISTICO (ESTATISTICA APLICADA)"",""211210"""
"1511,""ESTATISTICO TEORICO"",""211215"""
"1512,""ENGENHEIRO DE APLICATIVOS EM COMPUTACAO"",""212205"""
"1513,""ENGENHEIRO DE EQUIPAMENTOS EM COMPUTACAO"",""212210"""
"1514,""ENGENHEIROS DE SISTEMAS OPERACIONAIS EM COMPUTACAO"",""212215"""
"1515,""ADMINISTRADOR DE BANCO DE DADOS"",""212305"""
"1516,""ADMINISTRADOR DE REDES"",""212310"""
"1517,""ADMINISTRADOR DE SISTEMAS OPERACIONAIS"",""212315"""
"1518,""ANALISTA DE DESENVOLVIMENTO DE SISTEMAS"",""212405"""
"1519,""ANALISTA DE REDES E DE COMUNICACAO DE DADOS"",""212410"""
"1520,""ANALISTA DE SISTEMAS DE AUTOMACAO"",""212415"""
"1521,""ANALISTA DE SUPORTE COMPUTACIONAL"",""212420"""
"1522,""FISICO"",""213105"""
"1523,""FISICO (ACUSTICA)"",""213110"""
"1524,""FISICO (ATOMICA E MOLECULAR)"",""213115"""
"1525,""FISICO (COSMOLOGIA)"",""213120"""
"1526,""FISICO (ESTATISTICA E MATEMATICA)"",""213125"""
"1527,""FISICO (FLUIDOS)"",""213130"""
"1528,""FISICO (INSTRUMENTACAO)"",""213135"""
"1529,""FISICO (MATERIA CONDENSADA)"",""213140"""
"1530,""FISICO (MATERIAIS)"",""213145"""
"1531,""FISICO (MEDICINA)"",""213150"""
"1532,""FISICO (NUCLEAR E REATORES)"",""213155"""
"1533,""FISICO (OPTICA)"",""213160"""
"1534,""FISICO (PARTICULAS E CAMPOS)"",""213165"""
"1535,""FISICO (PLASMA)"",""213170"""
"1536,""FISICO (TERMICA)"",""213175"""
"1537,""QUIMICO"",""213205"""
"1538,""QUIMICO INDUSTRIAL"",""213210"""
"1539,""ASTRONOMO"",""213305"""
"1540,""GEOFISICO ESPACIAL"",""213310"""
"1541,""METEOROLOGISTA"",""213315"""
"1542,""GEOLOGO"",""213405"""
"1543,""GEOLOGO DE ENGENHARIA"",""213410"""
"1544,""GEOFISICO"",""213415"""
"1545,""GEOQUIMICO"",""213420"""
"1546,""HIDROGEOLOGO"",""213425"""
"1547,""PALEONTOLOGO"",""213430"""
"1548,""PETROGRAFO"",""213435"""
"1549,""ARQUITETO DE EDIFICACOES"",""214105"""
"1550,""ARQUITETO DE INTERIORES"",""214110"""
"1551,""ARQUITETO DE PATRIMONIO"",""214115"""
"1552,""ARQUITETO PAISAGISTA"",""214120"""
"1553,""ARQUITETO URBANISTA"",""214125"""
"1554,""ENGENHEIRO CIVIL"",""214205"""
"1555,""ENGENHEIRO CIVIL (AEROPORTOS)"",""214210"""
"1556,""ENGENHEIRO CIVIL (EDIFICACOES)"",""214215"""
"1557,""ENGENHEIRO CIVIL (ESTRUTURAS METALICAS)"",""214220"""
"1558,""ENGENHEIRO CIVIL (FERROVIAS E METROVIAS)"",""214225"""
"1559,""ENGENHEIRO CIVIL (GEOTECNIA)"",""214230"""
"1560,""ENGENHEIRO CIVIL (HIDROLOGIA)"",""214235"""
"1561,""ENGENHEIRO CIVIL (HIDRAULICA)"",""214240"""
"1562,""ENGENHEIRO CIVIL (PONTES E VIADUTOS)"",""214245"""
"1563,""ENGENHEIRO CIVIL (PORTOS E VIAS NAVEGAVEIS)"",""214250"""
"1564,""ENGENHEIRO CIVIL (RODOVIAS)"",""214255"""
"1565,""ENGENHEIRO CIVIL (SANEAMENTO)"",""214260"""
"1566,""ENGENHEIRO CIVIL (TUNEIS)"",""214265"""
"1567,""ENGENHEIRO CIVIL (TRANSPORTES E TRANSITO)"",""214270"""
"1568,""ENGENHEIRO ELETRICISTA"",""214305"""
"1569,""ENGENHEIRO ELETRONICO"",""214310"""
"1570,""ENGENHEIRO ELETRICISTA DE MANUTENCAO"",""214315"""
"1571,""ENGENHEIRO ELETRICISTA DE PROJETOS"",""214320"""
"1572,""ENGENHEIRO ELETRONICO DE MANUTENCAO"",""214325"""
"1573,""ENGENHEIRO ELETRONICO DE PROJETOS"",""214330"""
"1574,""ENGENHEIRO DE MANUTENCAO DE TELECOMUNICACOES"",""214335"""
"1575,""ENGENHEIRO DE TELECOMUNICACOES"",""214340"""
"1576,""ENGENHEIRO PROJETISTA DE TELECOMUNICACOES"",""214345"""
"1577,""ENGENHEIRO DE REDES DE COMUNICACAO"",""214350"""
"1578,""ENGENHEIRO DE CONTROLE E AUTOMACAO"",""214355"""
"1579,""TECNOLOGO EM ELETRICIDADE"",""214360"""
"1580,""TECNOLOGO EM ELETRONICA"",""214365"""
"1581,""ENGENHEIRO MECANICO"",""214405"""
"1582,""ENGENHEIRO MECANICO AUTOMOTIVO"",""214410"""
"1583,""ENGENHEIRO MECANICO (ENERGIA NUCLEAR)"",""214415"""
"1584,""ENGENHEIRO MECANICO INDUSTRIAL"",""214420"""
"1585,""ENGENHEIRO AERONAUTICO"",""214425"""
"1586,""ENGENHEIRO NAVAL"",""214430"""
"1587,""ENGENHEIRO QUIMICO"",""214505"""
"1588,""ENGENHEIRO QUIMICO (INDUSTRIA QUIMICA)"",""214510"""
"1589,""GERENTE DE RECUPERACAO DE CREDITO"",""141735"""
"1590,""ENGENHEIRO QUIMICO (PAPEL E CELULOSE)"",""214520"""
"1591,""ENGENHEIRO QUIMICO (PETROLEO E BORRACHA)"",""214525"""
"1592,""ENGENHEIRO QUIMICO (UTILIDADES E MEIO AMBIENTE)"",""214530"""
"1593,""ENGENHEIRO DE MATERIAIS"",""214605"""
"1594,""ENGENHEIRO METALURGISTA"",""214610"""
"1595,""ENGENHEIRO DE MINAS"",""214705"""
"1596,""ENGENHEIRO DE MINAS (BENEFICIAMENTO)"",""214710"""
"1597,""ENGENHEIRO DE MINAS (LAVRA A CEU ABERTO)"",""214715"""
"1598,""ENGENHEIRO DE MINAS (LAVRA SUBTERRANEA)"",""214720"""
"1599,""ENGENHEIRO DE MINAS (PESQUISA MINERAL)"",""214725"""
"1600,""ENGENHEIRO DE MINAS (PLANEJAMENTO)"",""214730"""
"1601,""ENGENHEIRO DE MINAS (PROCESSO)"",""214735"""
"1602,""ENGENHEIRO DE MINAS (PROJETO)"",""214740"""
"1603,""ENGENHEIRO AGRIMENSOR"",""214805"""
"1604,""ENGENHEIRO CARTOGRAFO"",""214810"""
"1605,""ENGENHEIRO DE PRODUCAO"",""214905"""
"1606,""ENGENHEIRO DE CONTROLE DE QUALIDADE"",""214910"""
"1607,""OPERADOR DE MAQUINA DE FABRICAR PAPEL (FASE UMIDA)"",""832115"""
"1608,""OPERADOR DE MAQUINA DE FABRICAR PAPEL (FASE SECA)"",""832120"""
"1609,""OPERADOR DE MAQUINA DE FABRICAR PAPEL E PAPELAO"",""832125"""
"1610,""OPERADOR DE REBOBINADEIRA NA FABRICACAO DE PAPEL E"",""832135"""
"1611,""CARTONAGEIRO, A MAQUINA"",""833105"""
